date,text,sentiment score
2007-06-04 04:00:00+00:00,Sigourney Weaver and Kristine Nielsen serve their specialties with such gusto that it feels ungallant to point out that their characters are as artificial as hard-plastic dolls.,0.506815
2007-06-04 04:00:00+00:00,"Today’s sell-off was one of the largest declines in a decade, nearly comparable to February’s sharp drop.",0.0
2007-06-04 04:00:00+00:00,"Cadence Design Systems, a maker of the software used to design computer chips, is in talks about a possible sale of the company, two people said Sunday.",0.0
2007-06-04 04:00:00+00:00,"Palm Inc., the struggling hand-held device company that makes the Treo, has reached a deal to sell a quarter of the company to a private equity firm for about $325 million.",0.605387
2007-06-05 04:00:00+00:00,"Palm Inc. has reached a deal to sell a quarter of the company to Elevation Partners, a private equity firm, for about $325 million as part of a plan to reorganize the company.",0.758108
2007-06-05 04:00:00+00:00,"As Congress resumes work on the immigration bill, a point system to evaluate would-be immigrants based on job and language skills will be at the heart of the debate.",0.706431
2007-06-05 04:00:00+00:00,"When people talk about their career transitions, they often become natural storytellers, skipping over the dull bits and zooming in on the moments of high drama and epiphany.",0.458249
2007-06-05 04:00:00+00:00,"Due to the nature of the supervoting stock at Dow Jones, a minority of the family could veto the sale even if the rest of the family backed a transaction.",-0.568761
2007-06-05 04:00:00+00:00,"China’s stock markets have tumbled again, worsening one of the biggest sell-offs in years after the government’s move to impose a higher tax on stock trades.",-0.959158
2007-06-05 04:00:00+00:00,"Share prices plunged another 7 percent this morning, only to turn around in the afternoon to finish with gains.",-0.866258
2007-06-06 04:00:00+00:00,A new breed of hands-on owners is actively pushing hotel managers to wring more profit out of their assets.,0.333685
2007-06-06 04:00:00+00:00,Tesco is treading lightly to avoid the pitfalls that have tripped up other foreign retailers in the United States.,-0.564846
2007-06-06 04:00:00+00:00,The market stumbled as Wall Street seemed to grasp that the Federal Reserve is in no hurry to lower interest rates.,-0.863782
2007-06-06 04:00:00+00:00,"Chefs on the move, a new barbecue palace called Hill Country opens this week,  Bright Food Shop and Kitchen/ Market is closing and more. ",0.907754
2007-06-06 04:00:00+00:00,"Meatballs have been showing up on more and more high-end menus these days, with chefs refining classic recipes and inventing clever new ones. ",0.845387
2007-06-06 04:00:00+00:00,The stock market stumbled as Wall Street seemed to grasp that the Federal Reserve is in no hurry to lower interest rates.,-0.922324
2007-06-06 04:00:00+00:00,The stock market posted its first decline in a week after bond yields surged to a nine-month high amid signs that the economy might be gaining momentum.,-0.599623
2007-06-06 04:00:00+00:00,The remarkable volatility underlined the extent to which investors look to the government for cues on when to buy and when to sell.,0.693166
2007-06-07 04:00:00+00:00,"The move comes  after Jon Symonds completed the $15.2 billion purchase of MedImmune, which some investors considered too expensive.",-0.570593
2007-06-07 04:00:00+00:00,A burgeoning corruption scandal has suddenly thrust the bosses of the billion-dollar industry known as “the animal game” into an uncomfortable spotlight.,-0.789193
2007-06-07 04:00:00+00:00,"Borrowing costs were increased to their highest level in nearly six years, signaling an economy that raised the risk of higher inflation.",-0.55816
2007-06-07 04:00:00+00:00,The stock market tumbled for a second day over fears that inflation is not settling down enough to satisfy the Federal Reserve.,-0.863725
2007-06-07 04:00:00+00:00,"A medical researcher who testified at a House hearing about the safety of the popular diabetes drug, Avandia, said he received the veiled threat of a lawsuit by a high-ranking drug company executive.",0.0
2007-06-07 04:00:00+00:00,"China’s auto parts exports have increased more than sixfold in the last five years, signaling a shift from basic goods to higher-value industrial goods.",0.320557
2007-06-07 04:00:00+00:00,Stock prices extended their losses on Wednesday as Wall Street faced an array of unwelcome economic news that stirred concerns about high inflation.,-0.932223
2007-06-08 04:00:00+00:00,"Ray Dalio, the founder of Bridgewater Associates, has some tough questions on why hedge fund returns look so much like returns in the stock market.",-0.550952
2007-06-08 04:00:00+00:00,"The Dow Jones industrial average closed down nearly 200 points, or 1.5 percent.",-0.604663
2007-06-08 04:00:00+00:00,"Anxiety over the potential for higher inflation, driven by a strong global economy, is preoccupying investors.",-0.526656
2007-06-08 04:00:00+00:00,"Cemex, the Mexican cement maker, gained a controlling stake in the Rinker Group of Australia, completing its largest acquisition and increasing its share of the United States market with the $14.2 billion deal. In a filing to the Australian stock ...",0.714702
2007-06-08 04:00:00+00:00,The death of Rudolph Izzi — who the authorities believe was tied to the Genovese crime family — was the second mob-related shooting in Brooklyn in three days.,0.0
2007-06-08 04:00:00+00:00,"So far, there hasn’t been serious interest from Wall Street firms to build emergency backup facilities in a corner of Pennsylvania that state officials call Wall Street West.",-0.592536
2007-06-08 04:00:00+00:00,"Rising prices are causing Chinese companies to raise prices for exports, particularly on one critical commodity: pork.",-0.782636
2007-06-08 04:00:00+00:00,A group of shareholders on Thursday suggested that Vodafone give its investors tracking shares representing the company’s 45 percent stake in Verizon Wireless.,0.0
2007-06-08 04:00:00+00:00,"Home sellers in Madison, Wis., did not get higher prices for their homes using real estate agents, a study concluded.",0.409734
2007-06-09 04:00:00+00:00,"The trade deficit narrowed in April, as American businesses exported more goods and services to meet rising demand from overseas.",0.0
2007-06-09 04:00:00+00:00,"Corporate profit margins have been running at close to all-time highs, but they can improve only so much.",-0.712257
2007-06-09 04:00:00+00:00,Jeff Immelt is the prototype of the modern chief executive.,0.0
2007-06-10 04:00:00+00:00,"Virtually every large drug maker is working to develop Alzheimer’s drugs, seeking to improve treatment and possibly snare a big  financial payoff.",-0.397803
2007-06-10 04:00:00+00:00,"Although the markets regained some lost ground recently, a full calendar of economic reports could mean treacherous going for traders.",-0.662413
2007-06-10 04:00:00+00:00,Countries and companies that empower their individuals to imagine and act quickly on their imagination are going to thrive.,0.88148
2007-06-10 04:00:00+00:00,I have an especially photogenic house. Can you tell me whom to contact to get it into the movies?,-0.369406
2007-06-10 04:00:00+00:00,"A recent census shows Jamaica Estates, Queens, has a healthy population of trees. But that may not last, as large lot sizes are making teardowns more frequent.",0.0
2007-06-10 04:00:00+00:00,Investors who want to add a margin of safety when searching for hot growth stocks may want to consider a new grading system.,0.618884
2007-06-10 04:00:00+00:00,"An open secret in New York is that some boards have adopted minimum sales prices. Whether the practice is appropriate, or even legal, is open to question.",0.847257
2007-06-10 04:00:00+00:00,"While the markets shifted to a happier note on Friday, the week was a troubling one for many investors, as stock and bond prices fell sharply and long-term interest rates soared.",0.755058
2007-06-10 04:00:00+00:00,Current conditions certainly look different from those of March 2000. But several subsurface issues suggest that we shouldn’t be too sanguine.,-0.500531
2007-06-10 04:00:00+00:00,How can you promote equality without killing off the genie of American prosperity?,0.0
2007-06-11 04:00:00+00:00,"WebMD Health has built the most-visited and fastest-growing health site on the Internet, but should investors click on its stock?",0.0
2007-06-11 04:00:00+00:00,"Despite the recent spate of takeovers in the beleaguered newspaper industry, analysts are skeptical that many more will follow.",-0.64623
2007-06-11 04:00:00+00:00,The controversy over the drug Avandia demonstrates how the Web seems better-suited to Paris Hilton than patient safety.,0.671618
2007-06-12 04:00:00+00:00,"Terry S. Semel, Yahoo’s chief executive, is facing mounting questions about internal morale problems.",0.0
2007-06-12 04:00:00+00:00,"Drug maker Bristol-Myers Squibb pleaded guilty to making false statements to a federal agency in a case involving its blockbuster drug, Plavix.",-0.635975
2007-06-12 04:00:00+00:00,Nuclear power experts worry that USEC’s  failure would leave the Russians dominant in the market for fuel processing.,-0.754183
2007-06-12 04:00:00+00:00,Richard Notebaert said Monday he will leave as chairman and chief executive officer after the board chooses a replacement.,0.0
2007-06-12 04:00:00+00:00,TheStreet.com said it would cancel the first round of its “Beat the Street” competition because some players used trading strategies that compromised the integrity of the system.,-0.451869
2007-06-12 04:00:00+00:00,"The giant private equity firm, founded by Stephen Schwarzman and Peter Peterson, is expected to go public in the next few weeks.",0.0
2007-06-12 04:00:00+00:00,The Russian nuclear power company Atomstroyexport has been roundly criticized for helping Iran build its nuclear program. Yet it hasn’t hurt business.,-0.81181
2007-06-13 04:00:00+00:00,Inflation reached a 27-month high while figures for growth suggested that the broader economy was not yet overheating.,-0.695264
2007-06-13 04:00:00+00:00,"It is no secret that the art market has become drunk with money lately, but $100 million for a diamond skull by the artist Damien Hirst? Even Russian oligarchs and hedge-fund billionaires might think twice. ",-0.531912
2007-06-13 04:00:00+00:00,Gary M. Rodkin is introducing updated twists on the company’s old portfolio to find new ways to please fickle consumers.,0.0
2007-06-13 04:00:00+00:00,"The cost of borrowing headed higher as yields on the 10-year Treasury note hit a five-year high, climbing to 5.248 percent.",0.662338
2007-06-13 04:00:00+00:00,Peas and fresh crab meat cuddle up in a fast and tasty salad. ,0.934876
2007-06-13 04:00:00+00:00,"Inflation in China reached a 27-month high last month, but separate figures for growth in the money supply and loans suggested that the broader economy was not yet overheating.",-0.782044
2007-06-13 04:00:00+00:00,"In an increasingly crowded vacation rental market, amenities such as high-speed Internet and plasma televisions  can help distinguish a home and bring in renters.",0.686232
2007-06-13 04:00:00+00:00,Maurice R. Greenberg said testimony from three A.I.G. employees would discredit recent accusations by the State of New York.,0.0
2007-06-14 04:00:00+00:00,"A federal advisory panel cited concerns that Acomplia increases the risk of neurological and psychiatric problems, including suicide.",-0.934187
2007-06-14 04:00:00+00:00,A Federal Reserve report found that the economy was lusterless over all but quickening in some regions.,0.0
2007-06-14 04:00:00+00:00,"Premium jeans, an American thing? Check out Japan.",0.0
2007-06-14 04:00:00+00:00,A new batch of economic data suggested that consumers are showing little sign of fatigue.,-0.889924
2007-06-14 04:00:00+00:00,The bond market rallied and a government report on retail sales exceeded economists’ estimates.,0.525638
2007-06-14 04:00:00+00:00,Investors seeking to sell a share that they do not own will no longer be barred from doing so because the price of the stock is falling.,-0.966845
2007-06-14 04:00:00+00:00,"Retail sales unexpectedly accelerated at the fastest rate in three years, lifted by rising incomes and a stock market that has doubled this year. Sales rose 15.9 percent from a year earlier to 715.8 billion yuan ($94 billion) after gaining 15.5 pe...",0.607183
2007-06-15 04:00:00+00:00,"Generous early retirement benefits have undermined the state’s ability to meet its pension obligations, experts say.",-0.640661
2007-06-15 04:00:00+00:00,"India’s markets are on a roll, as an expanding middle class banks on corporate growth. But bears have begun talk of a bubble.",0.586645
2007-06-15 04:00:00+00:00,"The two lawyers are charged with having played important roles in a penny stock fraud that cost investors at least $160,000 in 2005.",-0.871374
2007-06-15 04:00:00+00:00,"China’s government reported industrial production growth unexpectedly accelerated in May, hours after Prime Minister Wen Jiabao, left, said further steps were needed to cool the country’s economy. Output rose 18.1 percent in May from a year earlie...",0.393148
2007-06-15 04:00:00+00:00,The S.E.C. is expected to propose a rule that would allow foreign companies using international accounting standards to stop reconciling their financial statements to U.S. rules.,0.0
2007-06-15 04:00:00+00:00,The fallout from rising yields on the 10-year Treasury note is likely to be felt most immediately by homeowners and people looking to buy a house.,0.391678
2007-06-15 04:00:00+00:00,"New legislation could increase taxes on publicly traded private equity firms and hedge funds, a move that could dampen interest in the Blackstone Group.",0.0
2007-06-15 04:00:00+00:00,"Vijay Mallya is pursuing another takeover deal, soon after buying a stake in a rival airline, as well as a Scottish liquor company.",0.0
2007-06-15 04:00:00+00:00,"Rising energy prices pushed wholesale prices up in May, but the measure of core producer prices registered a small increase, suggesting that high gasoline prices are not affecting the cost of other goods.",-0.687792
2007-06-15 04:00:00+00:00,Tame increases for other goods suggested that price increases were largely contained and businesses would not react by raising prices.,-0.867138
2007-06-16 04:00:00+00:00,"Consumers cast a worried eye on the bond market as mortgage rates rose, while investors rode a bullish wave to end the week. Blackstone’s founders were poised for a big payoff as they prepared for an initial offering.",-0.532658
2007-06-16 04:00:00+00:00,"Americans faced higher gas prices and eroding wages, even as an important gauge of inflation drifted lower.",-0.652414
2007-06-16 04:00:00+00:00,Consumer prices nationwide generally appear to be increasing at a consistently slower rate.,0.0
2007-06-17 04:00:00+00:00,A group of investors argues that an analysis of a company’s pay practices can provide insights into managerial confidence.,0.747485
2007-06-17 04:00:00+00:00,"The stock market rebounded and the Standard & Poor’s 500-stock index climbed to its best weekly gain in several months, although bond yields also rose.",0.923927
2007-06-17 04:00:00+00:00,"Hundreds of new homes have budded in Ocean Hill-Brownsville recently, anchoring even more homeowners in the area.",0.412185
2007-06-17 04:00:00+00:00,There’s an ideological conflict between those who believe that Africa needs better aid and those who think entrepreneurialism and technology will lift the continent.,0.760902
2007-06-17 04:00:00+00:00,Uncle Sam has made his first foray into possibly raising taxes on the private equity and hedge fund industry with what Wall Street has dubbed “the Blackstone bill.”,0.0
2007-06-17 04:00:00+00:00,"As experts debate whether we’re headed for a housing bust, you’d think that we should at least be able to define it.",-0.250347
2007-06-17 04:00:00+00:00,The stock market has spent the better part of the last two weeks trying to figure out what higher bond yields really mean for equities.,0.357816
2007-06-17 04:00:00+00:00,"Treasury inflation-protected securities, known as TIPS, underperformed conventional Treasuries in 2005 and 2006.",0.0
2007-06-17 04:00:00+00:00,"As one corner of the Upper West Side undergoes its most extensive overhaul in more than half a century, many residents yearn to turn back the clock.",0.465661
2007-06-17 04:00:00+00:00,"Citrus in Freehold is a dramatic place decorated with vivid murals, and the food can be dramatic and vivid, too. ",0.894378
2007-06-17 04:00:00+00:00,"The Kohl’s department store chain intends to make Vera Wang, best known as a designer of exquisite and often very expensive bridal gowns, the public face of its reinvention.",0.73494
2007-06-17 04:00:00+00:00,A light economic calendar this week should give traders a chance to look ahead to second-quarter earnings announcements.,0.863203
2007-06-18 04:00:00+00:00,Lexicon Pharmaceuticals is expected to announce on Monday that it has signed deals with two private equity firms.,0.0
2007-06-18 04:00:00+00:00,"Buyout talks between Cadence Design Systems and two private equity firms appear to have stalled, according to people close to the matter.",0.0
2007-06-18 04:00:00+00:00,The Supreme Court found that Wall Street investment banks could not be sued under antitrust law over losses in the crash of technology stocks seven years ago.,-0.588316
2007-06-18 04:00:00+00:00,"No longer content to leave the actual moviemaking to the studios, the newly minted chairman of Marvel Studios is able to green-light movies of his choosing.",0.538392
2007-06-18 04:00:00+00:00,"Cadbury Schweppes is preparing to announce on Tuesday that it will sell its American beverage business, according to people close to the company.",0.929924
2007-06-18 16:52:58+00:00,Could Dow Jones be sold for less than Murdoch is offering?,-0.886572
2007-06-19 04:00:00+00:00,Terry Semel will hand over the reins to Jerry Yang in Yahoo’s latest attempt to regain investor confidence.,0.0
2007-06-19 04:00:00+00:00,"The fallout from the subprime mortgage industry could further constrict consumers with weak, or subprime, credit while helping to prolong the housing downturn.",-0.75642
2007-06-19 04:00:00+00:00,Most stocks fell Monday for the first time in four days after confidence in the home building industry dropped to a 16-year low.,-0.686971
2007-06-19 04:00:00+00:00,Terry Semel will hand over the reins to Jerry Yang in Yahoo’s latest attempt to regain investor confidence.,0.0
2007-06-19 04:00:00+00:00,"The company that recalled Thomas the Tank Engine wooden trains, which were contaminated with paint containing lead, is learning about crisis management.",0.0
2007-06-19 04:00:00+00:00,The Supreme Court found that Wall Street investment banks could not be sued under antitrust law over losses in the crash of technology stocks seven years ago.,-0.588316
2007-06-20 04:00:00+00:00,"DETROIT RETHINKS ITS POSITION American automakers have reversed years of stalwart opposition to any legislation to increase fuel economy standards, and are now willing to accept a modest increase in mileage standards in the hopes of silencing call...",0.983288
2007-06-20 04:00:00+00:00,The two men from Pakistan charged with insider trading in connection with the TXU buyout offer have backgrounds that revolve around themes of hubris and aspiration.,-0.5214
2007-06-20 04:00:00+00:00,"The sweeping story of the Mondavis’ ascent has been told many times, but never in as clear and detailed a fashion as in a compelling new book.",0.918981
2007-06-20 04:00:00+00:00,An effort to save a troubled hedge fund at Bear Stearns hit a major hurdle when Merrill Lynch threatened to sell off its collateral.,-0.955457
2007-06-20 04:00:00+00:00,"The Blackstone Group will price its initial offering tomorrow night, according to the Web site of Morgan Stanley.",0.0
2007-06-20 04:00:00+00:00,"The decision removes a weighty uncertainty for Bristol-Myers Squibb and Sanofi-Aventis, the companies that market the product.",0.420889
2007-06-20 04:00:00+00:00,"A federal judge upheld the patent on the anticlotting drug, a major victory for Bristol-Myers Squibb and Sanofi-Aventis.",0.0
2007-06-21 04:00:00+00:00,But questions remain about how successful the bank was and whether it had merely delayed the inevitable.,-0.884165
2007-06-21 04:00:00+00:00,"Bell Canada said it was discussing a possible merger with Telus, the leading phone company in western Canada.",0.0
2007-06-21 04:00:00+00:00,The Supreme Court decision dealt a blow to investors suing companies over accusations of fraud by setting a legal standard that makes it easier to get shareholder lawsuits dismissed.,-0.666902
2007-06-21 04:00:00+00:00,"Morgan Stanley said Wednesday that its net income increased 41 percent in the latest quarter, setting a record for the securities firm.",0.643225
2007-06-21 04:00:00+00:00,"At the newly opened Diane Von Furstenberg’s store in the meatpacking district, the style remains a classic; as chic, wearable and, at least within the realms of designer clothing, as affordable as ever.",0.870853
2007-06-22 03:02:51+00:00,Who Buys Universal Services stock?,0.0
2007-06-22 04:00:00+00:00,The Jones Apparel Group is near a deal to sell Barneys New York for about $825 million to an investment arm of the Dubai government.,0.724882
2007-06-22 04:00:00+00:00,"The company’s initial public offering was priced at $31 a unit, but its archrival Kohlberg Kravis Roberts is said to also be planning an initial offering of its own.",0.0
2007-06-22 04:00:00+00:00,The decision dealt a blow to investors who want to sue companies and executives because of suspected fraud.,-0.831153
2007-06-22 04:00:00+00:00,Merrill Lynch assuaged concern of a looming credit crisis and the latest government report on the economy showed growth was accelerating.,-0.890791
2007-06-22 04:00:00+00:00,"Nelson Peltz, the activist investor, is planning to mount a campaign to press Kraft to sell the Post cereal business and Maxwell House.",0.0
2007-06-23 04:00:00+00:00,Being a great technology company is still being learned — the easy way if you own Google and the hard way if your money is in Yahoo.,0.926597
2007-06-23 04:00:00+00:00,"The motion could lead to a closing of the company, which has reported losses far in excess of its revenues but has stayed afloat through the stock sales.",-0.882617
2007-06-23 04:00:00+00:00,A hedge fund’s near collapse stems directly from bad bets on subprime mortgages and is the biggest such bailout since 1998.,-0.750707
2007-06-23 04:00:00+00:00,The investment bank will loan up to $3.2 billion to a hedge fund operated by its asset-management arm.,0.667167
2007-06-23 04:00:00+00:00,"After months of hype, hoopla and controversy, the Blackstone Group went public, and with it, lost its “private equity” moniker.",-0.749512
2007-06-23 04:00:00+00:00,"David E. I. Pyott, president and chief executive of Allergan, discussed the company’s recent developments.",0.0
2007-06-23 04:00:00+00:00,"BP agreed to sell one of the world’s largest natural gas fields, the latest apparently forced sale that benefited a Russian state company.",-0.597503
2007-06-24 04:00:00+00:00,"The G.O.P. is supposed to be on the side of the small investors, not of those accused of being crooks — or so I used to think.",0.0
2007-06-24 04:00:00+00:00,"While pushing his new film, Michael Moore is also calling for a single-payer health care system with the federal government serving as the country’s insurer. ",0.792327
2007-06-24 04:00:00+00:00,"As the wedding planning field expands, some couples are finding that planners, like a broken engagement, can cause heartache.",-0.441719
2007-06-24 04:00:00+00:00,The stock market fell sharply last week as the subprime mortgage crisis spilled over into the broad financial markets.,-0.920006
2007-06-24 04:00:00+00:00,The resurrection of Florsheim sheds light on the fragility of family succession and control in even the most established of enterprises.,0.0
2007-06-24 04:00:00+00:00,The impending sale of Bausch & Lomb has convinced some that the incentive for executives to boost share price has been replaced by a temptation to score huge personal windfalls.,-0.644251
2007-06-24 04:00:00+00:00,"From its ancient ruins to its surprising night life, Syria is archaeologically stunning, budget friendly and, equally important, largely safe for Western tourists. ",0.892414
2007-06-24 04:00:00+00:00,"With no change in rates expected this week, investors may focus instead on subprime mortgages, where rates have been changing for the worse.",-0.917268
2007-06-24 04:00:00+00:00,The market timing theory known as contrarian analysis is based on the tendency of investors to be wrong about the stock market’s direction.,0.0
2007-06-24 04:00:00+00:00,"After much fanfare, British real estate investment trusts are among the worst-performing real estate investments so far this year.",0.79783
2007-06-25 04:00:00+00:00,"Corbis, the online stock photo company founded and owned by Bill Gates, plans Monday to introduce a Web site that allows anyone to upload photographs for sale.",0.648713
2007-06-25 04:00:00+00:00,Some environmentalists say that Home Depot is being too inclusive in its new Eco Options marketing campaign.,0.614264
2007-06-25 04:00:00+00:00,"GLG Partners will go public in the United States through a $3.4 billion merger with an investment company, according to people briefed on the transaction.",0.0
2007-06-25 04:00:00+00:00,GLG Partners will go public in the United States through a $3.4 billion merger with an investment company.,0.0
2007-06-26 04:00:00+00:00,"After years of supersize private equity deals, investors have begun to push back at several prominent transactions.",0.0
2007-06-26 04:00:00+00:00,Concern over subprime mortgages extended the stock market’s worst weekly decline since March.,-0.963207
2007-06-26 04:00:00+00:00,A filing that would have allowed Bear Stearns to reduce its exposure to high-risk mortgages has been withdrawn.,-0.593652
2007-06-26 04:00:00+00:00,"Many companies have tried to break into the Chinese market, but few have been as ardent and unrelenting as Rupert Murdoch’s News Corporation.",0.0
2007-06-26 13:30:37+00:00,NYC & Company has received permission from the Chinese government to promote New York City tourism — indirectly — in the world’s biggest country.,0.0
2007-06-27 00:08:45+00:00,HOLA! to all the fanaticos de futbol and hinchadas of the vinotinto of Venezuela and verde of Bolivia!,0.625446
2007-06-27 04:00:00+00:00,"The software company continued to ride its three-year buying spree, leading its executives to claim substantial gains over its competitors.",0.285014
2007-06-27 04:00:00+00:00,Zimbabwe’s government has put forward legislation that would require virtually all publicly traded companies to cede controlling interests to “indigenous” citizens.,0.0
2007-06-27 04:00:00+00:00,"A spirited, citrusy, herbaceous New Zealand sauvignon blanc works well with a well-perfumed, savory seafood soup.",0.99709
2007-06-27 04:00:00+00:00,"The slide poses an embarrassing setback for Blackstone, whose debut was among the most widely anticipated of the year.",-0.808314
2007-06-27 04:00:00+00:00,"The software company beat Wall Street’s projections as it claimed substantial gains over its rivals, SAP and I.B.M.",0.0
2007-06-28 04:00:00+00:00,Aren’t the architects of Asymptote a bit too avant-garde for a luxury condo building in the West Village?,0.0
2007-06-28 04:00:00+00:00,"The financial crisis that rocked Asia a decade ago is past, but in the countries most affected, a sense of loss persists.",-0.903552
2007-06-28 04:00:00+00:00,The maker of cable for communications companies has agreed to buy the Andrew Corporation for about $2.6 billion to bolster sales to mobile phone and wireless Internet companies.,0.572194
2007-06-28 04:00:00+00:00,"The United States must embrace global coordination of hedge fund regulation, just as banking regulation is increasingly global.",0.466239
2007-06-28 04:00:00+00:00,"It lasted less than an hour, but a power failure that left big sections of the Upper East Side and the Bronx without electricity yesterday afternoon stirred fears that there may be more dark days ahead this summer.",-0.808226
2007-06-28 16:47:55+00:00,The piece of technology that everyone takes for granted celebrated its 40th birthday.,0.775288
2007-06-29 00:52:08+00:00,"Jason Kilar, the new chief executive of the joint venture between NBC Universal and the News Corporation to distribute video online, has one tough job.",0.0
2007-06-29 04:00:00+00:00,"Shares fell as much as 9.5 percent, the most since March, after the company fired its chief accounting officer.",-0.714714
2007-06-29 04:00:00+00:00,"The distance from Manhattan to Mattituck is a mere 85 miles, but the change of pace is like switching to Taylor Hicks after listening to Nine Inch Nails.",0.36758
2007-06-29 04:00:00+00:00,"James E. Cayne, Bear Stearns’ chief, has seen the firm’s carefully honed reputation suffer from the near collapse of two hedge funds.",0.698684
2007-06-29 04:00:00+00:00,"This summer, world music floods into New York City, introducing audiences to music with lower commercial profiles. 
",0.767592
2007-06-29 17:40:16+00:00,"Wowed by the iPhone? Then buy Google, not Apple, argues a Wall Street analyst.",0.0
2007-06-29 21:09:11+00:00,New rules for subprime mortgages may put downward pressure on home prices.,0.0
2007-06-30 04:00:00+00:00,"The day after the Senate failed to move on a proposal for a broad change in immigration law, it was time to take stock.",-0.782693
2007-06-30 04:00:00+00:00,"The day after the Senate failed to move on a proposal for a broad change in immigration law, it was a time to take stock of the debate.",-0.745865
2007-06-30 04:00:00+00:00,The shake-up came five months after Commerce said that federal regulators were investigating Vernon W. Hill’s business dealings.,0.280213
2007-07-01 04:00:00+00:00,"In buyouts, the winners can include rival companies that go head to head in the marketplace with businesses that are laden with debt as a result of leveraged buyouts.",0.0
2007-07-01 04:00:00+00:00,"S0, Steve Jobs, what’s next? The iPhone, after all, is already two days old.",-0.767246
2007-07-01 04:00:00+00:00,"Rather than plowing their money into an expensive house or apartment, some wealthy New Yorkers prefer to use their cash to invest for returns of 20, or even 25, percent.",0.560336
2007-07-01 04:00:00+00:00,The bid from a pension fund and private equity firm would be among the largest leveraged buyouts ever.,0.0
2007-07-01 04:00:00+00:00,There is no sign that the U.S. military’s surge in Iraq is making Iraqi politics or security better in any appreciable way.,-0.835336
2007-07-01 04:00:00+00:00,"There’s something not quite kosher about some private equity dealings, or so it seems to me. But I could be wrong.",-0.874072
